ms7372,====================== NEW FLIGHT LOG INITIATED ==============================
ms7372,phase, T-clk, alt, alt-max, speed, speed-max, temp, temp max, bLaunch, bApogee, temp-raw, pressure, alt-raw, ADXL, adxl.x, adxl.y, adxl.z, adxl.avgZ, adxl.linZ, adxl.maxZ, adxl.minZ, adxl.vel, adxl.burnoutArm,adxl.burnout, adxl.apogee, LSM6D-A, lsm.x, lsm.y, lsm.z, lsm.avgZ, lsm.linZ, lsm.maxZ, lsm.minZ, lsm.vel, lsm.burnoutArm,lsm.burnout, lsm.apogee, LSM-Gyro,lsm.gX, lsm.gY, lsm.gZ, lsm.yaw, lsm.pitch, lsm.roll, lsm.tilt, lsm.tiltMax, EVENTS, voltage, launch, burnout, apogee, fore, aft, sustainer, pyro-sep, pyro-sus, pyro-main, pyro-drogue, contMain, contDrogue, contSep, contSust, StagArmed, CPU temp, CPU tempMax, ERRORS, SampleLoop, LoggingLoop, ADXL, LSM, MS56, GPS, Flash, voltage, CPUtemp, I2C,crash
ms11699,STARTUP,0.000,0,0,-1,0,96,96,0,0,36.08403015,943.71710208,595.6425,ADXL:,-756,-54,-256,39,-243,446,-243,0,0,0,0,LSM-A:,980,-29,38,-17,-19,0,-26,0,0,0,0,LSM-G,-0.0007,-0.0002,-0.0004,-2,-1,-0,2.2,0.0,EVENTS:,100,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,117,117,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
ms11965,Main Continuity Closed
ms11965,Drogue Continuity Closed
05/20/2023-14:14:39.609,DESCENT,33.347,7272,8172,-141,723,117,117,0,0,47.33452224,717.16467285,2821.5468,ADXL:,475,-152,-157,-1480,-1484,6994,-8386,-9859,1,1,1,LSM-A:,-548,74,219,-1558,-1532,6016,-9598,-12026,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,75,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:39.631,DESCENT,33.368,7269,8172,-141,723,117,117,0,0,47.33296204,717.25390624,2820.5639,ADXL:,475,93,-157,-1698,-1484,6994,-8386,-9899,1,1,1,LSM-A:,-686,-341,374,-1726,-1670,6016,-9598,-12065,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,75,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:39.652,DESCENT,33.389,7269,8172,-141,723,117,117,0,0,47.33296204,717.25390624,2820.5639,ADXL:,771,44,-9,-1669,-1780,6994,-8386,-9934,1,1,1,LSM-A:,-799,46,215,-1676,-1783,6016,-9598,-12098,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,75,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:39.673,DESCENT,33.410,7264,8172,-141,723,117,117,0,0,47.33248902,717.38989256,2819.0683,ADXL:,525,-4,-305,-1626,-1534,6994,-8386,-9967,1,1,1,LSM-A:,-632,-127,192,-1703,-1616,6016,-9598,-12137,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,75,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.070,DESCENT,33.807,7190,8172,-147,723,117,117,0,0,47.32362366,719.45037840,2796.4082,ADXL:,722,44,-502,-1558,-1731,6994,-8386,-10586,1,1,1,LSM-A:,-766,-132,239,-1617,-1750,6016,-9598,-12777,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.091,DESCENT,33.828,7190,8172,-147,723,117,117,0,0,47.32362366,719.45037840,2796.4082,ADXL:,623,-202,-404,-1632,-1632,6994,-8386,-10620,1,1,1,LSM-A:,-730,156,-35,-1703,-1714,6016,-9598,-12815,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.112,DESCENT,33.849,7184,8172,-147,723,117,117,0,0,47.32308198,719.60662840,2794.6909,ADXL:,623,241,-404,-1608,-1632,6994,-8386,-10654,1,1,1,LSM-A:,-657,-319,98,-1657,-1641,6016,-9598,-12848,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.134,DESCENT,33.872,7179,8172,-147,723,117,117,0,0,47.32125092,719.75787352,2793.0288,ADXL:,623,-202,-552,-1725,-1632,6994,-8386,-10690,1,1,1,LSM-A:,-667,-28,-3,-1767,-1651,6016,-9598,-12888,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.155,DESCENT,33.893,7175,8172,-147,723,117,117,0,0,47.32064438,719.87524416,2791.7419,ADXL:,673,-152,-108,-1561,-1682,6994,-8386,-10726,1,1,1,LSM-A:,-661,68,396,-1598,-1645,6016,-9598,-12920,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.176,DESCENT,33.914,7170,8172,-147,723,117,117,0,0,47.32186508,720.01312255,2790.2280,ADXL:,673,-152,-404,-1583,-1682,6994,-8386,-10759,1,1,1,LSM-A:,-640,-28,181,-1646,-1624,6016,-9598,-12958,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.198,DESCENT,33.936,7170,8172,-147,723,117,117,0,0,47.32186508,720.01312255,2790.2280,ADXL:,475,-350,-305,-1466,-1484,6994,-8386,-10789,1,1,1,LSM-A:,-581,208,81,-1568,-1565,6016,-9598,-12989,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.219,DESCENT,33.957,7165,8172,-147,723,117,117,0,0,47.32104874,720.13861084,2788.8488,ADXL:,673,-54,-157,-1601,-1682,6994,-8386,-10823,1,1,1,LSM-A:,-698,-10,286,-1654,-1682,6016,-9598,-13026,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.240,DESCENT,33.978,7160,8172,-147,723,117,117,0,0,47.31915664,720.29290772,2787.1550,ADXL:,525,-152,-256,-1546,-1534,6994,-8386,-10855,1,1,1,LSM-A:,-633,67,162,-1626,-1617,6016,-9598,-13059,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.262,DESCENT,34.000,7155,8172,-147,723,117,117,0,0,47.31895066,720.43182372,2785.6330,ADXL:,327,-202,-552,-1375,-1336,6994,-8386,-10887,1,1,1,LSM-A:,-443,142,7,-1461,-1427,6016,-9598,-13092,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.283,DESCENT,34.020,7148,8172,-158,723,117,117,0,0,47.31766510,720.62451172,2783.5192,ADXL:,771,44,-256,-1534,-1780,6994,-8386,-10919,1,1,1,LSM-A:,-729,-100,216,-1560,-1713,6016,-9598,-13123,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.349,DESCENT,34.087,7136,8172,-158,723,117,117,0,0,47.32172776,720.95098880,2779.9362,ADXL:,525,44,-108,-1704,-1534,6994,-8386,-11034,1,1,1,LSM-A:,-881,159,271,-1793,-1865,6016,-9598,-13244,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.683,DESCENT,34.421,7077,8172,-158,723,117,117,0,0,47.30744172,722.58276368,2762.0588,ADXL:,574,-202,-404,-1499,-1583,6994,-8386,-11532,1,1,1,LSM-A:,-557,163,-5,-1565,-1541,6016,-9598,-13766,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.704,DESCENT,34.442,7071,8172,-158,723,117,117,0,0,47.30595780,722.75000000,2760.2275,ADXL:,377,-152,-552,-1398,-1386,6994,-8386,-11561,1,1,1,LSM-A:,-515,-7,45,-1493,-1499,6016,-9598,-13795,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.725,DESCENT,34.463,7066,8172,-158,723,117,117,0,0,47.30534362,722.90325928,2758.5498,ADXL:,377,-54,-453,-1380,-1386,6994,-8386,-11590,1,1,1,LSM-A:,-511,97,-18,-1467,-1495,6016,-9598,-13829,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.747,DESCENT,34.485,7060,8172,-158,723,117,117,0,0,47.30392456,723.05523681,2756.8879,ADXL:,426,44,-404,-1479,-1435,6994,-8386,-11624,1,1,1,LSM-A:,-617,9,128,-1555,-1601,6016,-9598,-13864,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.768,DESCENT,34.506,7060,8172,-158,723,117,117,0,0,47.30392456,723.05523681,2756.8879,ADXL:,525,-4,-700,-1521,-1534,6994,-8386,-11656,1,1,1,LSM-A:,-594,-53,4,-1609,-1578,6016,-9598,-13896,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.790,DESCENT,34.527,7057,8172,-163,723,117,117,0,0,47.30337906,723.13977051,2755.9631,ADXL:,574,-103,-453,-1509,-1583,6994,-8386,-11687,1,1,1,LSM-A:,-617,19,8,-1566,-1601,6016,-9598,-13931,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.811,DESCENT,34.548,7054,8172,-163,723,117,117,0,0,47.30358506,723.23443604,2754.9272,ADXL:,426,-103,-453,-1472,-1435,6994,-8386,-11718,1,1,1,LSM-A:,-566,-42,83,-1550,-1550,6016,-9598,-13963,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.832,DESCENT,34.569,7047,8172,-163,723,117,117,0,0,47.30013276,723.41455080,2752.9587,ADXL:,623,93,-650,-1595,-1632,6994,-8386,-11751,1,1,1,LSM-A:,-709,-38,-51,-1643,-1693,6016,-9598,-13999,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.854,DESCENT,34.591,7041,8172,-163,723,117,117,0,0,47.29809952,723.59149168,2751.0219,ADXL:,623,-4,-453,-1616,-1632,6994,-8386,-11789,1,1,1,LSM-A:,-644,-53,124,-1645,-1628,6016,-9598,-14032,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.875,DESCENT,34.612,7040,8172,-163,723,117,117,0,0,47.29857254,723.62585448,2750.6467,ADXL:,525,-103,-305,-1515,-1534,6994,-8386,-11820,1,1,1,LSM-A:,-603,45,10,-1590,-1587,6016,-9598,-14068,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.896,DESCENT,34.633,7040,8172,-163,723,117,117,0,0,47.29857254,723.62585448,2750.6467,ADXL:,623,93,-502,-1601,-1632,6994,-8386,-11854,1,1,1,LSM-A:,-729,-193,-75,-1656,-1713,6016,-9598,-14101,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.918,DESCENT,34.655,7032,8172,-163,723,117,117,0,0,47.29884720,723.83728024,2748.3347,ADXL:,525,-54,-207,-1521,-1534,6994,-8386,-11885,1,1,1,LSM-A:,-634,-18,125,-1610,-1618,6016,-9598,-14138,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.939,DESCENT,34.676,7028,8172,-163,723,117,117,0,0,47.29884720,723.96557616,2746.9343,ADXL:,673,44,-453,-1651,-1682,6994,-8386,-11920,1,1,1,LSM-A:,-763,-95,49,-1702,-1747,6016,-9598,-14172,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.960,DESCENT,34.698,7023,8172,-163,723,117,117,0,0,47.29735184,724.10473633,2745.4123,ADXL:,525,192,-354,-1610,-1534,6994,-8386,-11957,1,1,1,LSM-A:,-695,-236,51,-1678,-1679,6016,-9598,-14209,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:40.982,DESCENT,34.720,7018,8172,-163,723,117,117,0,0,47.29701614,724.23944092,2743.9406,ADXL:,722,-4,-552,-1571,-1731,6994,-8386,-11990,1,1,1,LSM-A:,-712,-46,89,-1623,-1696,6016,-9598,-14242,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,84,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,151,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.003,DESCENT,34.741,7018,8172,-163,723,117,117,0,0,47.29701614,724.23944092,2743.9406,ADXL:,771,142,-305,-1719,-1780,6994,-8386,-12026,1,1,1,LSM-A:,-780,-282,206,-1786,-1764,6016,-9598,-14282,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.024,DESCENT,34.762,7011,8172,-163,723,117,117,0,0,47.29647446,724.44030760,2741.7448,ADXL:,475,-54,-305,-1601,-1484,6994,-8386,-12059,1,1,1,LSM-A:,-662,-55,146,-1684,-1646,6016,-9598,-14316,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.046,DESCENT,34.784,7007,8172,-163,723,117,117,0,0,47.29552842,724.55236816,2740.5214,ADXL:,525,44,-305,-1506,-1534,6994,-8386,-12094,1,1,1,LSM-A:,-602,-193,35,-1591,-1586,6016,-9598,-14352,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.067,DESCENT,34.805,7004,8172,-163,723,117,117,0,0,47.29424286,724.63787840,2739.5888,ADXL:,673,142,-354,-1663,-1682,6994,-8386,-12129,1,1,1,LSM-A:,-763,-118,58,-1727,-1747,6016,-9598,-14386,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.088,DESCENT,34.826,6996,8172,-163,723,117,117,0,0,47.29505538,724.83923336,2737.3903,ADXL:,525,241,-256,-1620,-1534,6994,-8386,-12162,1,1,1,LSM-A:,-578,-332,176,-1685,-1562,6016,-9598,-14424,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.110,DESCENT,34.847,6993,8172,-163,723,117,117,0,0,47.29207612,724.92858888,2736.4128,ADXL:,377,-4,-502,-1503,-1386,6994,-8386,-12193,1,1,1,LSM-A:,-534,-97,23,-1586,-1518,6016,-9598,-14460,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.131,DESCENT,34.868,6993,8172,-163,723,117,117,0,0,47.29207612,724.92858888,2736.4128,ADXL:,771,389,39,-1712,-1780,6994,-8386,-12229,1,1,1,LSM-A:,-919,-453,533,-1753,-1903,6016,-9598,-14495,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.152,DESCENT,34.889,6987,8172,-163,723,117,117,0,0,47.29234314,725.10430908,2734.4946,ADXL:,1116,389,-9,-2054,-2125,6994,-8386,-12277,1,1,1,LSM-A:,-1214,-192,507,-2110,-2198,6016,-9598,-14538,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.174,DESCENT,34.911,6984,8172,-163,723,117,117,0,0,47.28950120,725.19775390,2733.4746,ADXL:,574,192,-256,-1675,-1583,6994,-8386,-12312,1,1,1,LSM-A:,-692,-219,-1,-1788,-1676,6016,-9598,-14578,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.195,DESCENT,34.932,6978,8172,-163,723,117,117,0,0,47.28970718,725.35986328,2731.7070,ADXL:,722,44,-354,-1497,-1731,6994,-8386,-12343,1,1,1,LSM-A:,-879,-183,128,-1582,-1863,6016,-9598,-14614,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.216,DESCENT,34.953,6971,8172,-163,723,117,117,0,0,47.29045104,725.53686524,2729.7753,ADXL:,574,241,-798,-1712,-1583,6994,-8386,-12379,1,1,1,LSM-A:,-634,-315,-289,-1806,-1618,6016,-9598,-14650,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.238,DESCENT,34.976,6971,8172,-163,723,117,117,0,0,47.29045104,725.53686524,2729.7753,ADXL:,475,142,-404,-1632,-1484,6994,-8386,-12417,1,1,1,LSM-A:,-641,-197,103,-1706,-1625,6016,-9598,-14688,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.259,DESCENT,34.997,6970,8172,-163,723,117,117,0,0,47.28767396,725.57092284,2729.4028,ADXL:,771,389,-9,-1725,-1780,6994,-8386,-12453,1,1,1,LSM-A:,-727,-340,916,-1741,-1711,6016,-9598,-14723,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.281,DESCENT,35.019,6966,8172,-168,723,117,117,0,0,47.28848648,725.69116208,2728.0922,ADXL:,771,44,-305,-1755,-1780,6994,-8386,-12489,1,1,1,LSM-A:,-707,-149,170,-1778,-1691,6016,-9598,-14763,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.302,DESCENT,35.040,6959,8172,-168,723,117,117,0,0,47.28882980,725.87451168,2726.0920,ADXL:,771,340,-9,-1706,-1780,6994,-8386,-12524,1,1,1,LSM-A:,-819,-260,518,-1757,-1803,6016,-9598,-14799,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.323,DESCENT,35.061,6956,8172,-168,723,117,117,0,0,47.28700256,725.97412112,2725.0061,ADXL:,870,241,-108,-1897,-1879,6994,-8386,-12564,1,1,1,LSM-A:,-884,-258,343,-1940,-1868,6016,-9598,-14842,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.345,DESCENT,35.083,6951,8172,-168,723,117,117,0,0,47.28720092,726.09423828,2723.6955,ADXL:,623,438,-157,-1764,-1632,6994,-8386,-12605,1,1,1,LSM-A:,-715,-405,311,-1810,-1699,6016,-9598,-14878,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.417,DESCENT,35.154,6941,8172,-168,723,117,117,0,0,47.28950120,726.38610840,2720.5141,ADXL:,623,488,-59,-1636,-1632,6994,-8386,-12724,1,1,1,LSM-A:,-791,-446,463,-1725,-1775,6016,-9598,-15004,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.756,DESCENT,35.493,6875,8172,-168,723,117,117,0,0,47.28090668,728.23614502,2700.3696,ADXL:,426,438,39,-1701,-1435,6994,-8386,-13298,1,1,1,LSM-A:,-624,-403,486,-1755,-1608,6016,-9598,-15601,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.778,DESCENT,35.515,6871,8172,-173,723,117,117,0,0,47.28442382,728.35717772,2699.0510,ADXL:,623,-152,-207,-1687,-1632,6994,-8386,-13338,1,1,1,LSM-A:,-730,218,336,-1762,-1714,6016,-9598,-15637,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
05/20/2023-14:14:41.799,DESCENT,35.536,6865,8172,-173,723,117,117,0,0,47.28245926,728.50036620,2697.4948,ADXL:,574,142,631,-1762,-1583,6994,-8386,-13374,1,1,1,LSM-A:,-650,-232,1081,-1819,-1634,6016,-9598,-15678,1,1,1,LSM-G,-0.0563,-0.0106,0.0081,-86,44,84,86.6,86.7,EVENTS:,85,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,152,152,ERRORS:,2,2,2,2,2,2,2,2,2,2,2,
